aaa	0.0000010618452574
aab	0.0000005216748310
aac	0.0000065180740180
aad	0.0000006737489850
aae	0.0000000601528656
aaf	0.0000004538837030
aag	0.0000002968851431
aah	0.0000001264674345
aai	0.0000001284282364
aak	0.0000004004501824
aal	0.0000034619678543
aam	0.0000009974238108
aan	0.0000027299629389
aap	0.0000004305409137
aar	0.0000070647555079
aas	0.0000030812796384
aat	0.0000011023329098
aau	0.0000001338054283
aav	0.0000002864853624
aay	0.0000000490739058
aba	0.0000626026412070
abb	0.0000499588718462
abc	0.0000032596344483
abd	0.0000170094919834
abe	0.0000844766692378
abg	0.0000000858444229
abh	0.0000043223862310
abi	0.0003106096684782
abj	0.0000014395679630
abk	0.0000001072559605
abl	0.0013411721022992
abm	0.0000004592623247
abn	0.0000132483288238
abo	0.0008517415126603
abp	0.0000001222703461
abr	0.0000553744075326
abs	0.0001579517321465
abt	0.0000006308396422
abu	0.0000569002479205
abw	0.0000015307824285
aby	0.0000299269862423
aca	0.0000716101000647
acb	0.0000016203768732
acc	0.0006365105597216
acd	0.0000041497069752
ace	0.0009427365514186
acf	0.0000003874795301
acg	0.0000006246221748
ach	0.0009373917132701
aci	0.0002852811669172
ack	0.0006980622268261
acl	0.0000372609635719
acm	0.0000077131761176
acn	0.0000012165531964
aco	0.0000453820413005
acp	0.0000018011095248
acq	0.0000717848754816
acr	0.0001492442759831
acs	0.0000047666570477
act	0.0019047074715796
acu	0.0000665995938959
acv	0.0000000584017751
acy	0.0001037049882820
acz	0.0000000810253495
ada	0.0001322097344454
adb	0.0000027769120866
adc	0.0000121776437528
add	0.0003156228646727
ade	0.0008952129664875
adf	0.0000088510465366
adg	0.0000044270722732
adh	0.0000208220644716
adi	0.0004477008993833
adj	0.0000625592609667
adk	0.0000002032466040
adl	0.0000397021834142
adm	0.0001838700361581
adn	0.0000085424051611
ado	0.0001457111182456
adp	0.0000017104364960
adq	0.0000089673081735
adr	0.0000349125944209
ads	0.0001059065603812
adt	0.0000061857028403
adu	0.0000958734905893
adv	0.0002521678298878
adw	0.0000070570972275
ady	0.0001879611149652
adz	0.0000003507128259
aea	0.0000023749729530
aeb	0.0000002325847573
aec	0.0000031423118622
aed	0.0000042480516296
aee	0.0000001240757709
aef	0.0000008538949212
aeg	0.0000027862947669
aei	0.0000001463085194
ael	0.0000561337902759
aem	0.0000072164860211
aen	0.0000023537349040
aeo	0.0000107431674882
aep	0.0000004194991300
aer	0.0000151353595069
aes	0.0000208244365939
aet	0.0000031474845854
aeu	0.0000021430745241
aev	0.0000024892637790
aew	0.0000000608463432
aez	0.0000003495084150
afa	0.0000067570425820
afb	0.0000002035754697
afc	0.0000002370697223
afd	0.0000004961824995
afe	0.0000699696723952
aff	0.0002689543704946
afg	0.0000044595804055
afh	0.0000001002239548
afi	0.0000046057621448
afk	0.0000007453049100
afl	0.0000045906977144
afm	0.0000002389480695
afn	0.0000011971687105
afo	0.0000070417106042
afp	0.0000002598567762
afr	0.0000878405612497
afs	0.0000006808119709
aft	0.0005154097747867
afy	0.0000007844280081
afz	0.0000000521571405
aga	0.0004236523115161
agb	0.0000001761847731
agc	0.0000002755865638
agd	0.0000026701808813
age	0.0014676802899296
agf	0.0000001445865025
agg	0.0000775589948454
agh	0.0000065262422784
agi	0.0001537683083386
agl	0.0000086815596608
agm	0.0000281978987738
agn	0.0001067428652791
ago	0.0001229212227047
agp	0.0000011456473769
agr	0.0002163754836022
ags	0.0000142783203440
agt	0.0000005546881771
agu	0.0000706232480933
agw	0.0000004409302089
agy	0.0000011799990633
aha	0.0000317481093873
ahd	0.0000005542087005
ahe	0.0000208899623618
ahh	0.0000001674021535
ahi	0.0000062509850569
ahl	0.0000037871478363
ahm	0.0000123195754992
ahn	0.0000032945738033
aho	0.0000143564302279
ahp	0.0000000706436802
ahr	0.0000054230571777
ahs	0.0000010136368879
aht	0.0000001938996700
ahu	0.0000024797881584
ahv	0.0000000913364795
ahw	0.0000016920490927
ahy	0.0000007451071139
aia	0.0000042555259358
aib	0.0000009063904597
aic	0.0000150749926403
aid	0.0005375380765034
aie	0.0000025317036541
aif	0.0000010199368101
aig	0.0000658970629696
aii	0.0000053920179787
aij	0.0000004990936756
aik	0.0000026533467724
ail	0.0005082144014644
aim	0.0001429129666802
ain	0.0021485549182798
aio	0.0000003427013724
aip	0.0000019397049529
air	0.0004461197085217
ais	0.0001408246397094
ait	0.0001769949851383
aiu	0.0000010618362017
aiv	0.0000070491920596
aiw	0.0000047848652431
aix	0.0000009624744469
aiy	0.0000001005189807
aiz	0.0000031400469787
aja	0.0000091227825125
ajc	0.0000001122118230
aje	0.0000198239123901
ajf	0.0000000611818815
aji	0.0000019743311706
ajj	0.0000002695111281
ajk	0.0000000753278711
ajl	0.0000001763644577
ajm	0.0000001412315962
ajn	0.0000002543642431
ajo	0.0001193688058316
ajp	0.0000009285822191
ajr	0.0000004349481902
ajs	0.0000000490643735
aju	0.0000007939889431
ajy	0.0000002271475117
ajz	0.0000000530708151
aka	0.0000175434063364
akb	0.0000008554067500
akd	0.0000051721484071
ake	0.0009260725890523
akf	0.0000094539035241
akh	0.0000044771832974
aki	0.0002446500933893
akk	0.0000010142965257
akl	0.0000041164224341
akn	0.0000135927560260
ako	0.0000065148773485
akp	0.0000002923310687
akr	0.0000029603476326
aks	0.0000297042641186
akt	0.0000031364146813
aku	0.0000026674641650
akv	0.0000000518459097
akw	0.0000004910993803
aky	0.0000021448966305
ala	0.0002066645544063
alb	0.0000381301145234
alc	0.0001063937796234
ald	0.0000610466438381
ale	0.0005033046778454
alf	0.0001285078638579
alg	0.0000327328542354
alh	0.0000028741309718
ali	0.0009970856725930
alj	0.0000001968832918
alk	0.0001782373747836
all	0.0034878653292334
alm	0.0001804800293531
aln	0.0000042938607096
alo	0.0002646785940600
alp	0.0000328321363952
alq	0.0000001620521288
alr	0.0001086269719175
als	0.0009533923597953
alt	0.0005136083487883
alu	0.0002909665192431
alv	0.0000477187547852
alw	0.0001405385466028
alx	0.0000001190503223
aly	0.0001828998810299
alz	0.0000031744730174
ama	0.0001649139873773
amb	0.0001412279991614
amc	0.0000007568547673
amd	0.0000018441323024
ame	0.0014601017537965
amf	0.0000009928144488
amh	0.0000014206720094
ami	0.0004547878680984
amj	0.0000000586486627
amk	0.0000002248077993
aml	0.0000077665567337
amm	0.0001124544744301
amn	0.0000126549469803
amo	0.0003276547117927
amp	0.0004357865192644
amq	0.0000000478084879
amr	0.0000010611398644
ams	0.0001296888747789
amt	0.0000016201028185
amu	0.0000339411448013
amv	0.0000000783176889
